replica,eps_ate,pehe,co2_kg
0,0.06963104756715488,0.5292494726232135,
1,0.13014643830345696,0.6223376261909482,
2,0.1558589119509337,0.5676656897653738,
3,0.1442881944779879,0.6834869442693452,
4,0.09247693260462864,1.0965486189219287,
5,0.009625318190554122,0.4548033514988667,
6,0.20030478519974393,0.6141042141543237,
7,0.2697188648621789,0.7625450970068536,
8,0.43494574472575387,4.502863131702912,
9,0.34015586359068983,1.5969986323797387,
10,0.053859743461027065,0.7491319705360555,
11,0.08054893376871064,0.8497453469441827,
12,0.39829004902311915,5.423499330957323,
13,0.051988863933082996,0.6258560296239899,
14,0.47075480769669786,0.8711266930417045,
15,0.014754976508478457,0.6175426713988357,
16,0.0066584259671707,0.7817588650614785,
17,0.150833575217884,0.8466781312844768,
18,0.0107351964546325,0.6593548353806421,
19,0.07981726033797898,0.5934500411189386,
20,0.3970768020618958,1.7382508373410148,
21,0.11773573868119858,0.6994518179661581,
22,0.11563811486087605,1.2515974625696984,
23,0.22072234164858084,1.4566883915936186,
24,0.2089963112930775,0.7834919719399901,
25,0.00434822512858446,1.4421319932512213,
26,0.3250407085153584,0.7397925368820593,
27,2.041817940957941,9.027878713547954,
28,0.044270997730813555,0.7275487741486356,
29,0.1460454904535844,0.9437310983394516,
30,0.03153448204533582,0.7729473689825197,
31,0.006898359674366361,0.6368752433466865,
32,0.11773489265471682,0.8360187442588679,
33,0.44814573193641283,11.0019700891973,
34,0.35783384692290987,1.2465956063495267,
35,0.1146054682130826,1.384124569868795,
36,0.25105874981960274,1.9733322436403529,
37,0.1694622782877273,0.7668291055317037,
38,0.029131755383928315,1.3907168207316492,
39,0.12567926261958373,1.0584884678729791,
40,0.004865464894082017,0.5487270911751257,
41,0.08508269413438185,0.4783471808438997,
42,0.04731763169028724,0.7508500764437315,
43,0.04867039527422223,0.9381419650712661,
44,0.20328320483069007,1.495497250691417,
45,0.10387826874428718,0.9000102958623641,
46,0.25258802364410027,0.9560863409570174,
47,0.03797352409674293,0.709917830924206,
48,0.13772826127185311,1.3032615661978093,
49,0.0037177681579443345,0.5923386591710869,
50,0.11552720261539395,0.6332114116345138,
51,0.4877208098632275,0.9787267397448158,
52,0.27965925066775643,2.2429921397722916,
53,0.06833359113217874,1.5560242089314409,
54,0.09429413842578782,0.740484475071331,
55,0.10048264300359744,0.39296156274413474,
56,0.00749190529058108,0.4608955647011897,
57,0.1425945568350171,1.1292493715767113,
58,0.08993826958695283,0.600074126881976,
59,0.33937413295723284,3.0704439652853317,
60,0.025211291280313297,0.5881230696851324,
61,0.05730427347894551,0.57405458955129,
62,0.22537501648558678,0.6697319245074049,
63,0.1992866960295876,0.831102432491324,
64,0.1063558189537539,1.2020157796652065,
65,0.006589418818255588,0.5339479828437425,
66,0.08286834459287284,0.5983574662350473,
67,1.1168797172024938,5.681374640072091,
68,0.05195460493360615,0.4655812986314483,
69,0.11201819901525667,0.5868677157808222,
70,0.22403616789087444,1.6430865623607762,
71,0.1858561557594034,0.5549366098639077,
72,0.17531953200051476,0.6642337950533966,
73,0.03258614210533395,0.5089000256181007,
74,0.048056241375789455,0.4597276571820979,
75,0.028572252125478315,1.149762791655056,
76,0.11040010339425255,0.5877480329819984,
77,0.10493748282208504,0.7002179882891485,
78,0.008491631100839392,0.4811990576516752,
79,0.14374131113757516,0.5879645942889974,
80,0.028552698897637896,2.4643196069627495,
81,0.22950704957883095,2.336688692727886,
82,0.0855382691048363,0.8905565267298342,
83,0.9161924840278832,6.576505489157967,
84,0.0722539023257327,3.574755546506634,
85,0.2963486742575365,3.0539189689382695,
86,0.0009904680233576713,0.7028416191069491,
87,0.07911687934824707,0.5362766867291957,
88,0.21404584080587474,0.8757862134800063,
89,0.1909969416919961,0.7660842405868137,
90,0.3745889927840049,0.7920509162333067,
